unit_name,registration_no,udyam_no,nature_of_industry,enterprise_type,product_activity,district,taluk,address,contact_person,phone,registration_date,commencement_date,gstin,pan,iec_code,has_iec,paid_up_capital,authorized_capital,employee_count,annual_turnover,export_turnover,import_turnover,bank_name,ad_code,years_in_business,mca_status,is_shell,related_party_txn_pct,turnover_capital_ratio,primary_port,hs_code_primary,s.no,"name,_address_&_email_id_of_the_unit",contact_person_name_&_contact_no.,category_(manufacturer_/_supplier),product_name,stock_in_hand_(in_nos.),production_capacity_per_week_(_in_nos.),remarks
Vyas Narayanan and Talwar,TN/MSME/Xs/839069,UDYAM-TN-03-23-0479633,Trading,Micro,Agricultural Produce,Namakkal,Namakkal Taluk,"74, Kannan Road, Thane 995505",Jalsa Babu,4637171210,2023-05-24,2023-08-29,33ANJAC9628F1Z5,ANJAC9628F,37583784504,True,850079.0,1032940.0,1.0,2342143.0,386679.0,327981.0,Federal Bank,863419,2.0,active,False,0.14239704563928798,2.755206280828017,INMAA4,7204,,,,,,,,
Oza PLC,TN/MSME/dc/490460,UDYAM-TN-05-21-0034694,Handicraft,Micro,General Products,Thanjavur,Thanjavur Taluk,"50/71, Das Chowk, Karaikudi-165744",Priya Yogi,07713892451,2025-05-21,2025-08-30,33OKCCY3866Q6ZN,OKCCY3866Q,,False,1329171.0,2630925.0,9.0,855168.0,0.0,44158.0,Indian Bank,152832,0.0,dormant,False,0.02255901837160421,0.6433844855176648,INMAA4,8517,,,,,,,,
Chada-Kuruvilla,TN/MSME/eA/545849,UDYAM-TN-11-23-0109923,Textile,Micro,Woven Fabric,Tiruppur,Tiruppur South,"44/32, Gaba Path, Indore-412025",Mekhala Malhotra,6376610443,2019-09-29,2020-03-06,33IHUAZ0662R6Z9,IHUAZ0662R,74887147674,True,2052269.0,3052388.0,1.0,2456257.0,326420.0,229163.0,City Union Bank,406480,6.0,active,False,0.03714476063443831,1.1968494383533543,INITP6,6403,,,,,,,,
Kashyap-Verma,TN/MSME/uW/505179,UDYAM-TN-13-23-0487503,Manufacturing,Micro,Plastic Goods,Dharmapuri,Dharmapuri Taluk,"03/01, Brahmbhatt, Bhind-726585",Dakshesh Tak,08562327529,2023-10-05,2024-01-11,33CKVAY0430T6ZX,CKVAY0430T,15423801073,True,1349209.0,2599814.0,2.0,2654571.0,300894.0,330045.0,Punjab National Bank,198087,2.0,dormant,False,0.004932346936481929,1.9675016991437204,INMAA4,6204,,,,,,,,
Buch-Bansal,TN/MSME/br/260885,UDYAM-TN-16-21-0903319,Engineering,Micro,Precision Tools,Erode,Erode Taluk,"77, Saha Road, Sultan Pur Majra 135760",Ekavir Chadha,5047738025,2012-12-05,2013-02-26,33ZHRCY3932Y4ZF,ZHRCY3932Y,40497782345,True,1992065.0,3441944.0,10.0,1152265.0,255088.0,24640.0,Union Bank of India,844798,13.0,active,False,0.1221340572365207,0.5784274107521592,INMAA4,3004,,,,,,,,
Mand-Vasa,TN/MSME/ng/845959,UDYAM-TN-25-20-0513760,Service,Small,General Products,Thanjavur,Thanjavur Taluk,"14/295, Saran Circle, Agartala-331288",Baljiwan Sarraf,06331094186,2017-12-07,2018-02-09,33EZCAT2118T2ZW,EZCAT2118T,76397280832,True,14000128.0,28272617.0,27.0,9474200.0,2206768.0,459867.0,HDFC Bank,727643,8.0,active,False,0.1294244739194341,0.6767223842524869,INMAA4,8542,,,,,,,,
Sodhi Group,TN/MSME/Mf/936918,UDYAM-TN-27-23-0401126,Engineering,Micro,Forgings,Ranipet,Ranipet Taluk,"13, Vala Road, Gwalior 131300",Barkha Kari,6566158403,2024-05-15,2024-09-03,33GRBCG7842U1ZW,GRBCG7842U,,False,2447241.0,4812925.0,10.0,2340218.0,0.0,16565.0,Union Bank of India,110038,1.0,dormant,False,0.07219943246488421,0.9562678951521325,INMAA4,7108,,,,,,,,
Sharma-Atwal,TN/MSME/rl/986154,UDYAM-TN-17-21-0715355,Export Oriented Unit,Micro,Garments,Virudhunagar,Virudhunagar Taluk,"H.No. 81, Menon Chowk, Udaipur-150574",Kabir Mander,01279333072,2017-11-16,2018-02-24,33MJQCW4828T2Z9,MJQCW4828T,28264622535,True,881884.0,1946065.0,1.0,958745.0,649780.0,83032.0,Indian Bank,811890,8.0,active,False,0.07482318858932684,1.0871554535517143,INMAA4,8703,,,,,,,,
Chandran-Bala,TN/MSME/GQ/753491,UDYAM-TN-06-22-0641434,Handloom,Small,General Products,Vellore,Vellore Taluk,"H.No. 880, Agate Circle, Gopalpur 116000",Qarin Raj,+913855518319,2011-11-24,2012-01-16,33WIEFN7127H6Z6,WIEFN7127H,92302758533,True,49703272.0,96719447.0,30.0,28551927.0,6892397.0,5713891.0,ICICI Bank,804391,14.0,dormant,False,0.09971901755911909,0.5744476339505376,INMAA4,6204,,,,,,,,
Hans and Sons,TN/MSME/uJ/352715,UDYAM-TN-31-21-0194374,Leather,Micro,Finished Leather,Dharmapuri,Dharmapuri Taluk,"06/71, Buch, Ambarnath-379982",Jonathan Kota,+911691615115,2023-11-02,2023-11-17,33KEDCI7314T4ZI,KEDCI7314T,,False,971810.0,2277413.0,4.0,2422867.0,0.0,74073.0,City Union Bank,206018,2.0,active,False,0.05224601988283464,2.4931488665479877,INMAA4,8471,,,,,,,,
Rama Dhaliwal and Bhasin,TN/MSME/vX/928548,UDYAM-TN-38-22-0921433,Trading,Small,Agricultural Produce,Thanjavur,Thanjavur Taluk,"H.No. 17, Dhillon Chowk, Tirupati 490137",Diya Kapoor,0735673943,2018-07-24,2018-08-27,33UEYCO2073W1Z1,UEYCO2073W,27404770478,True,41320399.0,53672799.0,11.0,77129275.0,11727281.0,9839358.0,Punjab National Bank,102225,7.0,active,False,0.0006979744315249225,1.8666149617771115,INMAA4,0803,,,,,,,,
Deep and Sons,TN/MSME/fl/478281,UDYAM-TN-17-23-0345628,Textile,Small,Woven Fabric,Thanjavur,Thanjavur Taluk,"082, Sen Road, Siliguri-962044",Yutika Sura,3773614239,2016-01-24,2016-05-26,33TXMAV0091A6ZJ,TXMAV0091A,69791909643,True,29753196.0,64353767.0,47.0,23704383.0,7418209.0,6665162.0,ICICI Bank,854197,10.0,active,False,0.10425903871403662,0.7967003948080065,INMAA4,7204,,,,,,,,
Balasubramanian-Sanghvi,TN/MSME/tT/216784,UDYAM-TN-37-22-0719620,Trading,Micro,Agricultural Produce,Tiruppur,Dharapuram,"H.No. 04, Raghavan Road, Raipur-180127",Manya Kade,3154691898,2020-04-27,2020-08-13,33JQTFC9594O6ZD,JQTFC9594O,27065853927,True,1863784.0,2519360.0,3.0,1574485.0,336107.0,314879.0,Punjab National Bank,302219,5.0,active,False,0.029565328233728486,0.8447786868006164,INITP6,6403,,,,,,,,
Sundaram Ltd,TN/MSME/tG/215441,UDYAM-TN-31-21-0538144,Agro-based Industry,Small,General Products,Thoothukudi,Thoothukudi Taluk,"94, Kade Nagar, Anantapur 351769",Anamika Mahajan,00312283283,2025-04-11,2025-06-14,33FMMAI7210F4ZI,FMMAI7210F,,False,12924179.0,14720206.0,17.0,32636253.0,0.0,7172608.0,Axis Bank,763848,1.0,active,False,0.08645094487248602,2.525208990064282,INTUT1,8542,,,,,,,,
Arya LLC,TN/MSME/AC/931703,UDYAM-TN-06-21-0333266,Chemical,Micro,Pigments,Vellore,Vellore Taluk,"H.No. 442, Chana Ganj, Nadiad 686375",Dakshesh Palan,+917328072243,2022-02-08,2022-07-16,33AEYPR2507H2Z4,AEYPR2507H,79874384915,True,1470124.0,3641578.0,5.0,1889377.0,606138.0,401851.0,Indian Overseas Bank,893654,4.0,struck_off,False,0.009815762598186483,1.2851820662746816,INMAA4,5201,,,,,,,,
Kanda Dhawan and Luthra,TN/MSME/Cr/845959,UDYAM-TN-10-20-0417396,Engineering,Medium,Precision Tools,Madurai,Madurai North,"H.No. 34, Sahni Nagar, Baranagar-783833",Gavin Pradhan,05452455575,2013-11-17,2013-12-05,33GQSFI8296F4ZT,GQSFI8296F,98373230554,True,102504952.0,190087006.0,156.0,190790029.0,74250879.0,36916052.0,City Union Bank,662757,12.0,dormant,False,0.038206084081148985,1.8612762142457273,INMAA4,2601,,,,,,,,
Balan-Mody,TN/MSME/NR/233948,UDYAM-TN-07-21-0227526,Service,Micro,General Products,Krishnagiri,Krishnagiri Taluk,"83, Bala Chowk, Raichur 829808",Yashica Palla,05089110069,2020-01-29,2020-03-13,33ORCAS6507L4ZM,ORCAS6507L,94758274910,True,597010.0,696393.0,5.0,779460.0,248566.0,52154.0,Indian Overseas Bank,898200,6.0,active,False,0.0436180515386569,1.3056062712517378,INMAA4,0901,,,,,,,,
Iyer and Sons,TN/MSME/yD/726903,UDYAM-TN-16-20-0182536,Trading,Small,Agricultural Produce,Madurai,Thirumangalam,"27/77, Jaggi Street, Katni-745917",Vivaan Nayak,5821077603,2017-11-30,2017-12-18,33GLAFY6624E6ZQ,GLAFY6624E,27698607287,True,23888761.0,52176693.0,41.0,12186922.0,3432354.0,2980806.0,Indian Overseas Bank,679192,8.0,active,False,0.12843970321164508,0.5101529543537231,INMAA4,6403,,,,,,,,
Naidu-Bora,TN/MSME/pZ/885331,UDYAM-TN-32-22-0014968,Service,Micro,General Products,Sivaganga,Sivaganga Taluk,"47, Ramakrishnan Ganj, Saharsa-987305",Sudiksha Dhingra,00372721597,2018-02-04,2018-06-11,33HOEPG0713O6ZU,HOEPG0713O,,False,690598.0,1611148.0,9.0,1010218.0,0.0,267761.0,Punjab National Bank,543892,8.0,active,False,0.021573060346603955,1.4628162838583372,INMAA4,7108,,,,,,,,
Bhatt and Sons,TN/MSME/SE/272596,UDYAM-TN-23-23-0438479,Trading,Medium,Agricultural Produce,Ranipet,Ranipet Taluk,"499, Saraf Circle, Motihari-118922",Garima Viswanathan,+915558971200,2024-03-28,2024-04-12,33GVLPJ7579B2Z3,GVLPJ7579B,19405937075,True,137564706.0,155932171.0,83.0,359524275.0,87375175.0,13970619.0,Punjab National Bank,531474,2.0,dormant,False,0.11286138414793703,2.6134921191195652,INMAA4,8703,,,,,,,,
Deol-Rao,TN/MSME/Or/879826,UDYAM-TN-13-22-0561808,Export Oriented Unit,Small,Software,Ranipet,Ranipet Taluk,"88/759, Mahal Street, Kollam 098529",Anthony Dhar,06277063954,2023-04-24,2023-04-27,33NQECY5191T6Z5,NQECY5191T,69762813135,True,6273076.0,14473085.0,43.0,6526920.0,5796170.0,907062.0,Punjab National Bank,707634,2.0,active,False,0.06139400778029178,1.0404656344032817,INMAA4,3004,,,,,,,,
Raman Banik and Kothari,TN/MSME/aD/201886,UDYAM-TN-23-21-0634908,Handicraft,Micro,General Products,Ranipet,Ranipet Taluk,"97, Baria Path, Solapur-695033",Tarak Luthra,09225320630,2022-08-07,2022-09-17,33MKKCF5041Z6ZX,MKKCF5041Z,,False,1231484.0,1729024.0,6.0,2453636.0,0.0,271839.0,Indian Overseas Bank,656467,3.0,active,False,0.09982179429544522,1.9924221508359021,INMAA4,3004,,,,,,,,
Swaminathan Bava and Patla,TN/MSME/Vh/325243,UDYAM-TN-06-22-0940673,Food Processing,Small,Dal Mill,Perambalur,Perambalur Taluk,"050, Roy Circle, Srikakulam 675932",Omisha Mody,06345049114,2020-12-06,2021-02-09,33GUPAX4136I1Z2,GUPAX4136I,,False,38612550.0,71393013.0,50.0,48188751.0,0.0,1716190.0,Bank of Baroda,058785,5.0,active,False,0.010684169854473019,1.2480074742538372,INMAA4,2709,,,,,,,,
Sangha Parikh and Rege,TN/MSME/hc/698897,UDYAM-TN-30-23-0398837,Leather,Micro,Leather Goods,Dindigul,Dindigul Taluk,"25/04, Tata Path, Khammam 919904",Hitesh Toor,7138748954,2019-09-08,2020-02-07,33IDYCL4007F6Z3,IDYCL4007F,,False,1733161.0,4161112.0,1.0,1737753.0,0.0,416998.0,Punjab National Bank,201346,6.0,active,False,0.14470888501343554,1.0026494941900954,INMAA4,2601,,,,,,,,
Parmer Group,TN/MSME/SE/203390,UDYAM-TN-32-20-0538312,Textile,Small,Cotton Yarn,Namakkal,Namakkal Taluk,"66/713, Nagi, Dindigul-613861",Kai Kale,01965281318,2018-10-23,2019-02-27,33KRTPD6248H4Z0,KRTPD6248H,35053542507,True,2531053.0,3059378.0,13.0,2986301.0,936631.0,526367.0,Indian Bank,863411,7.0,active,False,0.013206117328699307,1.1798650601152958,INMAA4,0803,,,,,,,,
Rao Parmar and Sen,TN/MSME/ha/981049,UDYAM-TN-02-22-0642984,Manufacturing,Micro,Plastic Goods,Erode,Erode Taluk,"10/916, Sangha Road, Srinagar 626960",Mohammed Kara,8414921101,2020-04-01,2020-09-12,33BTHPI9846B4ZX,BTHPI9846B,,False,1592737.0,3886692.0,4.0,2713958.0,0.0,402644.0,Bank of Baroda,488639,6.0,active,False,0.11549821603256279,1.703958657330118,INMAA4,7108,,,,,,,,
Murthy Group,TN/MSME/Co/263797,UDYAM-TN-09-22-0093529,Agro-based Industry,Small,General Products,Sivaganga,Sivaganga Taluk,"H.No. 796, Peri Circle, Nangloi Jat 329377",Zayyan Cheema,+915078030394,2017-01-21,2017-06-06,33FYUCU5888K1ZC,FYUCU5888K,44151690258,True,18061902.0,21245560.0,29.0,34383254.0,11607611.0,8196777.0,ICICI Bank,594699,9.0,active,False,0.11564363254964362,1.903634179833331,INMAA4,2709,,,,,,,,
Saraf Dhillon and Bava,TN/MSME/wl/624619,UDYAM-TN-07-21-0096493,Export Oriented Unit,Small,Gems & Jewellery,Thoothukudi,Thoothukudi Taluk,"56, Ghose Marg, Faridabad-360443",Hamsini Andra,+912652626034,2024-10-12,2024-10-18,33WHYCP6761J2ZC,WHYCP6761J,72731283069,True,40481528.0,94194602.0,40.0,31477486.0,26815637.0,6281188.0,Canara Bank,047922,1.0,active,False,0.14423742728651498,0.7775765282377681,INTUT1,6110,,,,,,,,
Ganesh and Sons,TN/MSME/YW/488037,UDYAM-TN-23-23-0637691,Chemical,Small,Dyes,Tiruppur,Udumalaipettai,"H.No. 491, Salvi Chowk, Khammam 431637",Saumya Ben,0790186932,2014-11-15,2015-02-09,33OYBPH9589V6ZA,OYBPH9589V,,False,46886942.0,108971271.0,19.0,116953403.0,0.0,8412610.0,Federal Bank,789698,11.0,active,False,0.046441345219051695,2.494370458197082,INITP6,6403,,,,,,,,
Dalal-Sundaram,TN/MSME/TA/104128,UDYAM-TN-17-22-0010507,Leather,Micro,Leather Footwear,Madurai,Madurai North,"H.No. 00, Joshi Nagar, Dewas 806772",Ijaya Kala,+919139633025,2021-08-13,2021-08-23,33NGZCW3301Q4ZJ,NGZCW3301Q,17271395428,True,1993129.0,3951068.0,2.0,3362828.0,684339.0,627604.0,Indian Bank,096197,4.0,active,False,0.07188861981604966,1.6872104113682556,INMAA4,3004,,,,,,,,
Iyengar-Menon,TN/MSME/iI/266119,UDYAM-TN-25-23-0546450,Leather,Micro,Leather Garments,Sivaganga,Sivaganga Taluk,"13, More Circle, Morena 630854",Oeshi Joshi,4975426112,2023-06-04,2023-06-18,33JSFPG9139G4Z8,JSFPG9139G,,False,475939.0,915517.0,3.0,1061645.0,0.0,224320.0,Axis Bank,208452,2.0,active,False,0.08360095623380683,2.230632497021677,INMAA4,3004,,,,,,,,
Kashyap Gaba and Bajwa,TN/MSME/hM/332899,UDYAM-TN-36-23-0014599,Handicraft,Micro,General Products,Ranipet,Ranipet Taluk,"H.No. 89, Bawa Circle, Katihar-260537",Inaya Som,+915203370896,2013-06-26,2013-11-11,33ZSXPZ6633J6ZJ,ZSXPZ6633J,40923259346,True,106774.0,134011.0,5.0,68587.0,9016.0,14867.0,City Union Bank,387503,12.0,active,False,0.04923078263030542,0.6423567535167738,INMAA4,8703,,,,,,,,
Contractor LLC,TN/MSME/vm/569288,UDYAM-TN-30-21-0624364,Textile,Small,Readymade Garments,Coimbatore,Coimbatore South,"23, Sarkar Nagar, Bikaner 479795",Aadi Raman,+917184408561,2012-07-10,2012-07-27,33OAZCF0272P2Z6,OAZCF0272P,,False,44585209.0,67428444.0,14.0,132336367.0,0.0,33055364.0,Axis Bank,480868,13.0,active,False,0.053579801564614005,2.968167470068381,INICJ4,6110,,,,,,,,
Sha LLC,TN/MSME/MS/644913,UDYAM-TN-12-20-0950117,Export Oriented Unit,Micro,Software,Salem,Salem Taluk,"83, Chopra Street, Indore-554543",Chaitaly Arora,7013287494,2025-06-07,2025-08-19,33TLYAU7201L1Z3,TLYAU7201L,36909205766,True,333949.0,477048.0,7.0,525482.0,468987.0,25282.0,Axis Bank,141603,0.0,dormant,False,0.03211260695333951,1.5735396722253996,INMAA4,7108,,,,,,,,
Bose Bose and Bhattacharyya,TN/MSME/eb/806593,UDYAM-TN-28-21-0791976,Food Processing,Small,Dal Mill,Dharmapuri,Dharmapuri Taluk,"40/258, Mand, Shahjahanpur-253392",Chanakya Vyas,09422677934,2025-05-07,2025-09-18,33YKBAF5780X4ZT,YKBAF5780X,84033942290,True,27164273.0,41378671.0,30.0,47432738.0,17814177.0,5939829.0,HDFC Bank,972568,0.0,active,False,0.07620775329384263,1.746144209344384,INMAA4,3004,,,,,,,,
Pant PLC,TN/MSME/WB/508907,UDYAM-TN-01-22-0646180,Chemical,Micro,Pharma Intermediates,Virudhunagar,Virudhunagar Taluk,"H.No. 919, Dua Ganj, Maheshtala 012888",Sanya Mangat,01303262096,2015-02-08,2015-06-07,33RMAFD5890O6ZR,RMAFD5890O,,False,1601988.0,1932033.0,2.0,1199229.0,0.0,358954.0,Axis Bank,171863,11.0,active,False,0.07546192495864035,0.7485880044045273,INMAA4,6204,,,,,,,,
Roy Balay and Pandey,TN/MSME/iU/543121,UDYAM-TN-19-20-0437812,Engineering,Micro,Castings,Dindigul,Dindigul Taluk,"848, Mishra Road, Muzaffarpur 960774",Indrajit Nigam,+911313103160,2023-12-15,2024-01-19,33BSBFY2386U6ZO,BSBFY2386U,,False,2195135.0,2663421.0,3.0,3866350.0,0.0,538991.0,State Bank of India,553468,2.0,active,False,0.11979388366972307,1.7613267521131957,INMAA4,6403,,,,,,,,
Mander Mallick and Master,TN/MSME/Qu/999977,UDYAM-TN-19-23-0276358,Handloom,Micro,General Products,Tirunelveli,Tirunelveli Taluk,"030, Madan Chowk, Vijayanagaram-114937",Tara Chandra,09094244882,2018-02-18,2018-05-20,33EUFPA1872M2Z5,EUFPA1872M,,False,833085.0,1570504.0,6.0,2408315.0,0.0,340505.0,Indian Bank,579842,8.0,active,False,0.10055569980019156,2.8908394701621085,INMAA4,8471,,,,,,,,
Brahmbhatt Inc,TN/MSME/nn/300191,UDYAM-TN-22-21-0139954,Agro-based Industry,Small,General Products,Perambalur,Perambalur Taluk,"65/60, Kakar, Raurkela Industrial Township-639333",Vrishti Rout,00998062169,2021-02-20,2021-07-11,33SOFCU9256S1Z1,SOFCU9256S,,False,40101468.0,73192666.0,25.0,114688999.0,0.0,16290920.0,Federal Bank,310434,5.0,active,False,0.011875165398884013,2.8599700888755493,INMAA4,6204,,,,,,,,
Dani Group,TN/MSME/AY/477693,UDYAM-TN-25-20-0648494,Trading,Micro,General Merchandise,Dharmapuri,Dharmapuri Taluk,"44/60, Konda, Amaravati 852881",Reva Raghavan,03074802328,2022-11-22,2022-11-28,33GBCAT4285T1ZD,GBCAT4285T,84105516273,True,1366379.0,1492624.0,6.0,2969998.0,548113.0,754583.0,Indian Overseas Bank,875108,3.0,active,False,0.07361277420113722,2.1736267902243815,INMAA4,2601,,,,,,,,
Vohra Dey and Apte,TN/MSME/zM/266722,UDYAM-TN-21-22-0036522,Agro-based Industry,Micro,General Products,Tiruppur,Tiruppur South,"636, Cheema Path, Anantapur 910190",Gautam Panchal,08967193895,2015-04-03,2015-09-27,33CSECV5205R6ZU,CSECV5205R,71156214900,True,1243165.0,1465873.0,1.0,3210968.0,848199.0,956203.0,Canara Bank,660308,11.0,active,False,0.007223491266853038,2.5828976845390597,INITP6,8517,,,,,,,,
Rout Inc,TN/MSME/aV/729338,UDYAM-TN-25-22-0814083,Chemical,Medium,Pharma Intermediates,Namakkal,Namakkal Taluk,"32/263, Chahal, Gandhinagar 704615",Osha Shroff,+910488654118,2015-05-09,2015-08-10,33RAWAM0651Y4ZG,RAWAM0651Y,68987115138,True,168866385.0,305165741.0,189.0,195274669.0,70040129.0,9380223.0,Bank of Baroda,559484,10.0,active,False,0.009238291933955112,1.1563856773507646,INMAA4,0901,,,,,,,,
Guha Badami and Kakar,TN/MSME/qx/777883,UDYAM-TN-09-20-0967725,Service,Micro,General Products,Dharmapuri,Dharmapuri Taluk,"H.No. 01, Ratta Nagar, Fatehpur-240788",Warhi Mishra,8363937569,2025-04-05,2025-06-10,33KRXFT0886P6ZH,KRXFT0886P,52407131060,True,563131.0,1401656.0,3.0,1283433.0,264689.0,272782.0,Indian Bank,959075,1.0,active,False,0.016451709346094405,2.2791020206665946,INMAA4,2601,,,,,,,,
Kapur-Purohit,TN/MSME/Db/986188,UDYAM-TN-32-20-0118488,Handicraft,Small,General Products,Kancheepuram,Kancheepuram Taluk,"H.No. 71, Patla Nagar, Madanapalle-015978",Anusha Kala,+916027763595,2017-06-02,2017-08-09,33YRFFP3862W1ZP,YRFFP3862W,,False,15564261.0,28665366.0,41.0,42435934.0,0.0,1127529.0,ICICI Bank,082807,8.0,active,False,0.1032771883775322,2.7264984826455945,INMAA4,0803,,,,,,,,
Garg Goyal and Mann,TN/MSME/Ok/240694,UDYAM-TN-16-23-0796355,Handicraft,Micro,General Products,Madurai,Madurai North,"278, Char Nagar, Tirupati-036611",Lohit Dani,03547292053,2016-02-01,2016-06-29,33WYFFD2109A6ZG,WYFFD2109A,16709601209,True,2084965.0,4351285.0,9.0,3571337.0,1001788.0,205689.0,Bank of Baroda,875473,10.0,dormant,False,0.025901553485202254,1.7129002165503977,INMAA4,6204,,,,,,,,
Das-Kibe,TN/MSME/xZ/437896,UDYAM-TN-22-20-0015582,Service,Micro,General Products,Tiruppur,Tiruppur South,"75/96, Menon Street, Pimpri-Chinchwad-367081",Ati Dash,9565969701,2023-06-12,2023-08-12,33RSWFD6585N4ZW,RSWFD6585N,,False,2277092.0,4679319.0,1.0,5699645.0,0.0,1480061.0,Canara Bank,849735,2.0,active,False,0.044198408161173576,2.5030367679478913,INITP6,8471,,,,,,,,
Shankar Pathak and Nair,TN/MSME/NJ/156721,UDYAM-TN-06-23-0234075,Chemical,Small,Dyes,Thoothukudi,Thoothukudi Taluk,"18/894, Borde Chowk, Rohtak-723286",Edhitha Lad,+918890980733,2011-11-08,2012-02-04,33WUGCP6209B4Z4,WUGCP6209B,,False,38683430.0,51620979.0,32.0,87734937.0,0.0,24260490.0,Federal Bank,962299,14.0,active,False,0.03489633657988807,2.268023724886857,INTUT1,3004,,,,,,,,
Banik and Sons,TN/MSME/Gl/471806,UDYAM-TN-09-20-0863447,Manufacturing,Small,Auto Parts,Tirunelveli,Tirunelveli Taluk,"600, Suresh Street, Durg 839900",Chaitaly Dixit,06530111624,2022-02-02,2022-03-18,33PYMCN5940M6ZA,PYMCN5940M,,False,24959494.0,29928388.0,37.0,22721169.0,0.0,67193.0,ICICI Bank,323910,4.0,active,False,0.09846342732477008,0.9103216996306095,INMAA4,0901,,,,,,,,
Trivedi-Konda,TN/MSME/iS/902895,UDYAM-TN-09-20-0882744,Handloom,Micro,General Products,Dindigul,Dindigul Taluk,"53/599, Murthy Nagar, Kakinada-781211",Xalak Dave,+915743328415,2024-04-10,2024-08-19,33TGSPB6122T6Z8,TGSPB6122T,,False,636322.0,1424015.0,10.0,837118.0,0.0,71649.0,Axis Bank,245909,2.0,dormant,False,0.13955966188774532,1.3155572178865418,INMAA4,2709,,,,,,,,
Chad Sama and D’Alia,TN/MSME/tY/144543,UDYAM-TN-38-20-0987046,Handloom,Small,General Products,Ranipet,Ranipet Taluk,"47, Kunda, Gopalpur-720118",Charan More,0011464113,2013-08-16,2013-10-11,33JMDCY0473E1Z2,JMDCY0473E,,False,31972729.0,44580206.0,37.0,34445224.0,0.0,3970928.0,Punjab National Bank,619976,12.0,active,False,0.042525259741831585,1.0773313719951776,INMAA4,2709,,,,,,,,
Prabhakar PLC,TN/MSME/Ex/162537,UDYAM-TN-15-20-0262147,Handicraft,Micro,General Products,Dindigul,Dindigul Taluk,"H.No. 944, Sarin Marg, Nanded-838288",Sarthak Bora,+913501317167,2014-08-07,2014-12-09,33UTEPE7556M4ZY,UTEPE7556M,,False,2267664.0,3078003.0,1.0,6149785.0,0.0,151680.0,Axis Bank,064210,11.0,dormant,False,0.04406189600593093,2.711947184415328,INMAA4,6110,,,,,,,,
Rout Inc,TN/MSME/ta/512174,UDYAM-TN-11-22-0799596,Export Oriented Unit,Small,Software,Vellore,Vellore Taluk,"175, Maharaj Street, Kumbakonam-140315",Samesh Basak,05055306964,2025-02-05,2025-05-10,33INPAP4817O1ZX,INPAP4817O,10244415210,True,43936645.0,100075150.0,27.0,113779503.0,74767958.0,23122264.0,Indian Bank,074048,1.0,active,False,0.014691179826152955,2.589626563430139,INMAA4,2709,,,,,,,,
Narain-Parmar,TN/MSME/qR/395405,UDYAM-TN-30-21-0237098,Service,Medium,General Products,Kancheepuram,Kancheepuram Taluk,"85/92, Mutti Path, Ratlam 048726",Agastya Madan,5416960544,2025-06-03,2025-06-13,33BHBCP3806N2ZK,BHBCP3806N,71083672603,True,172221616.0,197272257.0,205.0,325949214.0,93907349.0,62878.0,HDFC Bank,735754,0.0,active,False,0.07941651104672588,1.8926150013596434,INMAA4,6403,,,,,,,,
Peri PLC,TN/MSME/EE/118726,UDYAM-TN-38-20-0553407,Textile,Small,Knitted Fabric,Namakkal,Namakkal Taluk,"64/494, Sahni Path, Jodhpur-479085",Harshil Kurian,+919679302517,2015-03-31,2015-06-09,33YECAT2978X1Z9,YECAT2978X,,False,14527616.0,17196329.0,43.0,27744896.0,0.0,829939.0,City Union Bank,092849,11.0,struck_off,False,0.09305321827933423,1.9098037833599126,INMAA4,8471,,,,,,,,
Verma Pai and Menon,TN/MSME/yW/539693,UDYAM-TN-29-21-0655828,Chemical,Micro,Pigments,Krishnagiri,Krishnagiri Taluk,"70/794, Cheema, Jabalpur 096633",Mitali Kashyap,+913648836412,2013-10-07,2014-02-09,33GFXAX6938G2ZS,GFXAX6938G,,False,108681.0,110732.0,8.0,247870.0,0.0,3754.0,Axis Bank,942736,12.0,dormant,False,0.08476598971521121,2.280711439902099,INMAA4,8517,,,,,,,,
Chakrabarti Karnik and Wagle,TN/MSME/GK/128656,UDYAM-TN-20-22-0503444,Service,Small,General Products,Tirunelveli,Tirunelveli Taluk,"253, Nagy Circle, Hubli–Dharwad 042860",Hardik Jhaveri,01564130524,2025-06-16,2025-12-06,33WPCPX9411E4ZO,WPCPX9411E,92365011718,True,44553536.0,100624786.0,44.0,95270348.0,28531825.0,21056827.0,Canara Bank,205382,0.0,dormant,False,0.017824708181170233,2.1383341605029957,INMAA4,8471,,,,,,,,
Malhotra Inc,TN/MSME/eG/383641,UDYAM-TN-12-20-0462059,Textile,Small,Hosiery,Madurai,Madurai South,"H.No. 58, Sant Ganj, Madurai-148695",Upma Bhatnagar,6102762206,2018-12-13,2019-04-04,33YZBAJ8558F6ZK,YZBAJ8558F,,False,38718027.0,61013865.0,29.0,82416275.0,0.0,14412307.0,Indian Overseas Bank,483136,7.0,active,False,0.053349373277290286,2.1286279644363075,INMAA4,7204,,,,,,,,
